Date,Open,High,Low,Close,Adj Close,Volume
2006-08-28,130.25,142.25,125.5,138.5625,103.5712890625,60664652
2006-08-29,138.75,140.97500610351562,133.8874969482422,134.8249969482422,100.77759552001953,15716452
2006-08-30,134.25,135.72500610351562,130.375,132.02499389648438,98.6846694946289,8139932
2006-08-31,131.25,136.0,128.75,134.6125030517578,100.6187744140625,6683960
2006-09-01,134.75,137.25,133.77499389648438,135.46249389648438,101.25411987304688,4704780
2006-09-04,135.5,137.25,113.19999694824219,135.9875030517578,101.64653778076172,2999152
2006-09-05,136.0,139.0,134.625,138.1750030517578,103.2816390991211,3824532
2006-09-06,138.6750030517578,140.625,134.5,135.3125,101.14200592041016,3830444
2006-09-07,136.25,136.25,132.5,134.3249969482422,100.40387725830078,1404644
2006-09-08,134.6999969482422,136.22500610351562,132.8874969482422,133.6999969482422,99.93670654296875,1078636
2006-09-11,134.9875030517578,136.25,133.0625,133.9875030517578,100.15160369873047,1681864
2006-09-12,133.9875030517578,136.71249389648438,133.5,134.46249389648438,100.50666046142578,2056784
2006-09-13,135.25,137.25,135.25,136.1750030517578,101.78668975830078,1607788
2006-09-14,136.3000030517578,139.375,136.27499389648438,137.46249389648438,102.74903869628906,2138440
2006-09-15,137.53750610351562,138.5,134.75,135.0500030517578,100.94578552246094,839132
2006-09-18,136.0,140.5,136.0,136.625,102.12305450439453,897504
2006-09-19,137.0124969482422,155.96249389648438,136.625,146.0625,109.17730712890625,19172256
2006-09-20,144.9499969482422,153.47500610351562,143.3125,151.2624969482422,113.06412506103516,9057312
2006-09-21,144.25,156.75,144.25,152.2375030517578,113.79293823242188,7104400
2006-09-22,156.25,156.25,148.3125,150.28750610351562,112.33537292480469,2906004
2006-09-25,148.8125,152.9250030517578,147.5124969482422,148.3874969482422,110.91515350341797,2542148
2006-09-26,149.9499969482422,156.5,148.5,154.39999389648438,115.40930938720703,6943500
2006-09-27,154.875,157.9499969482422,154.0749969482422,154.8625030517578,115.75501251220703,4061248
2006-09-28,156.1750030517578,156.1750030517578,152.03750610351562,153.25,114.54972076416016,1210420
2006-09-29,153.75,157.5,152.5,154.60000610351562,115.558837890625,2381504
2006-10-03,154.75,158.96249389648438,153.75,154.85000610351562,115.74568939208984,3202624
2006-10-04,155.39999389648438,156.0,152.5,153.4250030517578,114.6805419921875,1202696
2006-10-05,155.3000030517578,157.0,154.75,156.03750610351562,116.63329315185547,857264
2006-10-06,157.25,159.9875030517578,154.53750610351562,155.3249969482422,116.10069274902344,2473768
2006-10-09,154.5,156.22500610351562,152.5,153.5124969482422,114.7459487915039,961312
2006-10-10,155.0,156.1999969482422,152.58749389648438,153.96249389648438,115.0822982788086,840552
2006-10-11,155.0,163.4499969482422,155.0,157.4875030517578,117.7171401977539,7770292
2006-10-12,158.625,159.27499389648438,155.25,157.4250030517578,117.67041778564453,2884688
2006-10-13,158.77499389648438,173.22500610351562,158.77499389648438,170.4875030517578,127.43425750732422,10084532
2006-10-16,172.0625,179.5,172.0625,177.6125030517578,132.75997924804688,7437840
2006-10-17,178.5,179.25,175.0625,176.125,131.6481170654297,3306924
2006-10-18,177.5,178.75,170.0,171.0124969482422,127.82666015625,3019184
2006-10-19,175.0,198.0,175.0,193.1750030517578,144.39247131347656,18835652
2006-10-20,194.75,225.0,194.0,215.83749389648438,161.33197021484375,21011380
2006-10-23,239.0,247.2375030517578,220.25,224.53750610351562,167.83499145507812,16687696
2006-10-26,225.0,231.5,223.08749389648438,229.66250610351562,171.66574096679688,10700288
2006-10-27,230.3249969482422,253.5,230.3249969482422,250.2375030517578,187.0449676513672,17816692
2006-10-30,252.5,261.95001220703125,246.25,251.6374969482422,188.09136962890625,12570116
2006-10-31,252.0,256.25,239.14999389648438,247.4250030517578,184.94268798828125,8952160
2006-11-01,250.25,256.0,245.64999389648438,252.3125,188.59596252441406,7815152
2006-11-02,252.0,254.66250610351562,248.78750610351562,250.625,187.3345947265625,4379712
2006-11-03,251.0,251.25,246.25,248.0,185.3725128173828,2850172
2006-11-06,250.0,255.25,245.75,249.5749969482422,186.5497589111328,3482952
2006-11-07,253.4250030517578,253.60000610351562,246.8125,247.7375030517578,185.17626953125,2035924
2006-11-08,249.64999389648438,251.25,242.25,247.6750030517578,185.1295623779297,3295280
2006-11-09,250.5,250.6999969482422,245.5,246.89999389648438,184.55026245117188,1888468
2006-11-10,248.60000610351562,257.75,243.75,249.83749389648438,186.74595642089844,5312484
2006-11-13,250.0,254.21249389648438,248.625,251.4375,187.94192504882812,2536604
2006-11-14,252.5,253.75,247.78750610351562,249.03750610351562,186.14797973632812,2367328
2006-11-15,250.0,272.45001220703125,249.375,268.3999938964844,200.62086486816406,10842812
2006-11-16,268.76251220703125,291.6499938964844,265.54998779296875,288.23748779296875,215.44882202148438,16836432
2006-11-17,290.0,294.42498779296875,274.5,278.7749938964844,208.37586975097656,8229376
2006-11-20,275.0,287.20001220703125,265.1000061035156,284.7749938964844,212.86073303222656,7255332
2006-11-21,282.6625061035156,302.42498779296875,282.6625061035156,295.5874938964844,220.94273376464844,7310604
2006-11-22,296.75,299.9375,292.125,293.625,219.475830078125,3415848
2006-11-23,296.25,296.25,285.04998779296875,287.42498779296875,214.84146118164062,2498644
2006-11-24,275.26251220703125,295.54998779296875,275.26251220703125,285.2250061035156,213.19705200195312,3247380
2006-11-27,285.8999938964844,287.48748779296875,279.17498779296875,281.76251220703125,210.60890197753906,1628732
2006-11-28,279.98748779296875,288.0,268.82501220703125,279.07501220703125,208.60011291503906,3116228
2006-11-29,281.25,287.25,279.29998779296875,281.2250061035156,210.20716857910156,1654736
2006-11-30,282.67498779296875,284.25,278.0249938964844,280.625,209.75868225097656,974100
2006-12-01,282.5,286.625,278.2749938964844,280.0625,209.33822631835938,1191888
2006-12-04,281.25,284.42498779296875,277.54998779296875,278.1875,207.9367218017578,1164244
2006-12-05,278.375,294.17498779296875,276.25,291.625,217.9808349609375,4355516
2006-12-06,293.75,298.0,281.57501220703125,284.0625,212.32810974121094,4025108
2006-12-07,283.75,292.625,281.3125,284.98748779296875,213.01953125,3723552
2006-12-08,287.5,287.5,280.54998779296875,281.42498779296875,210.35662841796875,1497532
2006-12-11,284.67498779296875,286.5,268.5249938964844,274.0,204.80667114257812,2571276
2006-12-12,275.0,280.5,253.5,260.4375,194.6691436767578,3110364
